time,double_support,RT_single_support,LT_single_support,Pelvis_A_X,Pelvis_A_Y,Pelvis_A_Z,Lower spine_A_X,Lower spine_A_Y,Lower spine_A_Z,Upper spine_A_X,Upper spine_A_Y,Upper spine_A_Z,Pelvis_Gyro_X,Pelvis_Gyro_Y,Pelvis_Gyro_Z,Lower spine_Gyro_X,Lower spine_Gyro_Y,Lower spine_Gyro_Z,Upper spine_Gyro_X,Upper spine_Gyro_Y,Upper spine_Gyro_Z
5.455,0,1,0,8.015787158203125,1.401805071653735,0.919971987951814,7.077260107421875,1.4568717100824948,0.40970775906359247,6.50744011279502,0.4453215087890625,3.4859576171875,-9.3046875,3.71484375,-19.53125,-20.6875,5.15625,9.1015625,2.8203125,11.0,17.28125
5.46,0,1,0,8.23126530810752,1.229422552122485,0.8319850769288135,7.249642626953125,1.286883391966235,0.408510658258031,6.62236179248252,0.41419688725606446,3.4428619877950197,-11.2265625,3.36328125,-19.21875,-18.953125,4.4140625,9.0390625,3.87890625,10.0546875,16.765625
5.465,0,1,0,8.38449421435752,1.037886419309985,0.750582220483501,7.536946826171875,1.0977414615493901,0.3905541457823425,6.871358765138771,0.3968389251341235,3.380612744140625,-12.453125,3.46875,-18.359375,-16.671875,4.03125,9.1328125,4.7734375,9.5,16.453125
5.47,0,1,0,8.528146313966895,0.8864531647096265,0.666785162328999,7.824251025390625,0.90021982421875,0.3812766143676245,7.1969701909200205,0.393247622717439,3.337517114748145,-13.390625,3.890625,-16.828125,-14.1875,3.92578125,8.8203125,5.51171875,8.8984375,16.34375
5.475,0,1,0,8.61433757373252,0.7266402038819385,0.561141014056217,8.164227661623146,0.709282241858064,0.3630208267640955,7.556100439453125,0.42167876741340704,3.299209888185645,-15.0703125,4.6875,-13.859375,-11.9453125,4.32421875,8.2109375,5.97265625,8.2109375,15.8828125
5.48,0,1,0,8.643067993654395,0.5608417389283765,0.425270069928158,8.475473876953124,0.565031591796875,0.3624222763122815,7.915230688966895,0.47435120393684455,3.23456644311626,-17.515625,4.828125,-10.3828125,-10.078125,4.51171875,7.02734375,6.1640625,7.4921875,15.3671875
5.485,0,1,0,8.681375220216896,0.39444472352300053,0.278325943029939,8.743624462890626,0.43305122531140755,0.35284546967165653,8.221688501466895,0.5500678313841235,3.205836023194385,-20.34375,5.5625,-6.92578125,-8.515625,4.578125,5.76953125,6.0859375,7.4296875,14.7109375
5.49,0,1,0,8.686163623046875,0.27922376860959347,0.179714762075639,8.949525806154396,0.3585316985716235,0.31154549104621954,8.42758984375,0.648230099499563,3.165134595216895,-22.46875,6.0546875,-4.1640625,-7.953125,4.28125,3.9453125,5.64453125,7.19921875,14.296875
5.495,0,1,0,8.662221606935645,0.2475005966247815,0.09472060318422205,9.07402429248252,0.31543606868881097,0.267552035485686,8.556876733888771,0.7380126617799391,3.126827368654395,-23.53125,7.00390625,-2.97265625,-8.15625,3.599609375,1.895507813,5.00390625,7.3046875,13.765625
5.5,0,1,0,8.566453540529395,0.275482828481889,0.124498486328125,9.126696728515626,0.3399766357421875,0.1907879447477325,8.552088330078124,0.8259995728029396,3.0693665288106446,-23.65625,8.046875,-2.353515625,-9.5703125,3.12890625,0.02853393555,4.30859375,7.1875,13.703125
5.505,0,1,0,8.504204296875,0.323217224170127,0.149712422590759,9.07402429248252,0.402525154132157,0.11305120967268101,8.504204296875,0.906205328344624,3.016694091796875,-23.921875,8.3515625,-2.060546875,-11.9375,2.822265625,-1.571289063,3.740234375,7.01171875,13.859375
5.51,0,1,0,8.46110866748252,0.360327349828999,0.196474173745766,8.992621435546875,0.4994903213439685,0.0226888016739818,8.360552197265624,0.9588777648680615,2.9640216557637697,-24.484375,8.6015625,-1.936523438,-15.140625,2.326171875,-2.3125,3.451171875,6.75390625,14.0
5.515,0,1,0,8.44674345703125,0.30092122111492,0.151882167831485,8.90164177295127,0.5725134719542175,-0.0460509725572211,8.21690009765625,0.973242974828999,2.91134921875,-25.40625,8.578125,-1.827148438,-19.171875,2.103515625,-2.345703125,3.4453125,6.55078125,14.03125
5.52,0,1,0,8.441955054201271,0.22550386889354798,0.115146136057897,8.762778076171875,0.638653292858938,-0.11215338399496,8.10197841796875,0.9780313781493115,2.841917370850635,-26.40625,7.9921875,-1.854492188,-23.71875,2.01953125,-1.729492188,3.4765625,6.453125,14.078125
5.525,0,1,0,8.432378247560646,0.141257897998252,0.043993455501693604,8.686163623046875,0.6554127044309985,-0.1985691002290485,8.054094384765625,0.960673416125437,2.789244933836865,-26.71875,7.50390625,-2.248046875,-27.765625,1.958984375,-0.1636962891,3.533203125,5.9609375,13.875
5.53,0,1,0,8.432378247560646,0.120607908587467,-0.0146083710648253,8.6191259765625,0.6135141754518141,-0.2781763054169855,8.0062103515625,0.957082113610686,2.729389892578125,-26.375,7.33203125,-2.939453125,-30.8125,1.685546875,1.50390625,3.322265625,5.53515625,13.4453125
5.535,0,1,0,8.418013037109375,0.131606272502117,-0.0800561180071842,8.571241943359375,0.5758054992430615,-0.33129765468121697,7.996633544921875,0.9014169250243115,2.6791116579600103,-26.328125,7.55859375,-3.080078125,-33.03125,1.708007813,3.6796875,2.7265625,5.6015625,13.140625
5.54,0,1,0,8.403647827638771,0.187495917556955,-0.2035071411623145,8.49941589404502,0.4967968445069385,-0.367809230084408,8.02057556201377,0.824203921545564,2.628833423341895,-27.265625,8.28125,-3.32421875,-33.6875,1.428710938,5.6171875,2.302734375,5.11328125,12.8125
5.545,0,1,0,8.418013037109375,0.2554313896209845,-0.24540567014149903,8.432378247560646,0.4228758682189685,-0.36391865234375,8.015787158203125,0.7493851196779395,2.5905261967793947,-29.109375,9.078125,-3.109375,-33.375,1.260742188,7.23046875,1.901367188,4.88671875,12.671875
5.55,0,1,0,8.432378247560646,0.325312150555343,-0.220565827960282,8.379705810546875,0.32561142578125,-0.35793314821787603,8.0062103515625,0.6625953094605005,2.5713725834981447,-31.53125,10.015625,-2.53515625,-32.3125,0.8520507813,8.1328125,1.626953125,4.7265625,12.4921875
5.555,0,1,0,8.49941589404502,0.319625921655376,-0.19587562329395203,8.33182177734375,0.295234992214953,-0.30675708772590704,7.967903125,0.5758054992430615,2.559401574461865,-33.71875,11.0078125,-2.1484375,-30.71875,0.0436706543,8.484375,1.918945313,4.38671875,12.59375
5.56,0,1,0,8.532934716796875,0.33249475558484504,-0.183006789364483,8.30787976123252,0.2802712318022015,-0.297180281085282,7.934384302248145,0.5168482833678429,2.53067115453999,-35.21875,11.796875,-1.82421875,-29.359375,-0.3469238281,8.71875,1.874023438,4.27734375,12.9296875
5.565,0,1,0,8.547299927248146,0.34207156222547,-0.135422031387265,8.322244970703125,0.300771583600033,-0.3036146980500165,7.915230688966895,0.45130701291493647,2.5234885502950197,-36.4375,12.4453125,-1.39453125,-28.46875,-0.7905273438,9.2421875,1.471679688,4.10546875,13.53125
5.57,0,1,0,8.528146313966895,0.360327349828999,-0.0811035812390188,8.327033374513771,0.332794030810752,-0.302567234759342,7.91044228515625,0.4318541244077795,2.5450363649912604,-37.625,12.6328125,-0.6840820313,-28.0,-0.9892578125,9.65625,1.358398438,3.759765625,13.984375
5.575,0,1,0,8.556876733888771,0.3333925811644995,-0.0252326409372849,8.37012900390625,0.3498527176087195,-0.319027371203562,7.905653882326271,0.42826282199109506,2.5522189702168947,-37.96875,12.5078125,-0.07257080078,-27.984375,-0.943359375,10.0234375,1.237304688,3.63671875,14.609375
5.58,0,1,0,8.623914380373146,0.3468599655457825,-0.007117138528969421,8.413224634279395,0.3654150283752185,-0.34596213986806146,7.94874951171875,0.4225765929930615,2.5617957768575197,-37.3125,12.4296875,0.05474853516,-28.53125,-0.8969726563,10.515625,1.181640625,2.90625,14.96875
5.585,0,1,0,8.681375220216896,0.401926603680343,-0.0392424615895228,8.451531860841895,0.3758896606935645,-0.376787486273219,8.00142194873252,0.4516062881408435,2.5522189702168947,-35.84375,11.984375,-1.109375,-29.578125,-0.67578125,10.5703125,1.259765625,2.748046875,15.234375
5.59,0,1,0,8.63827958984375,0.571615646374563,-0.1861491790403735,8.470685474123146,0.377386036725033,-0.37768531185287346,8.073247998046876,0.47794250645159553,2.5617957768575197,-34.84375,11.4765625,-3.1328125,-30.140625,-0.5771484375,10.8828125,1.03125,2.533203125,15.4453125
5.595,0,1,0,8.53772312060752,0.7422025146484376,-0.35523967128277945,8.494627490234375,0.37319618375846797,-0.35673604741231446,8.12113203125,0.5096656784364075,2.5546131716318854,-35.40625,10.8828125,-4.3125,-30.625,-0.9130859375,10.78125,0.8974609375,2.060546875,15.5390625
5.6,0,1,0,8.4658970703125,0.839766232312063,-0.427664271539281,8.489839087404395,0.34356793825693854,-0.360626625054906,8.169016064453125,0.5099649536623144,2.5426421635762697,-37.03125,10.703125,-4.28125,-31.453125,-1.805664063,10.6796875,0.8232421875,1.799804688,15.6796875
5.605,0,1,0,8.42758984375,0.8637082489136255,-0.4231751434448755,8.48505068359375,0.367210679632594,-0.3238157745238745,8.188169677734376,0.5159504577881885,2.54982476782124,-38.8125,11.140625,-3.5859375,-32.0625,-3.333984375,10.5546875,0.6567382813,1.541015625,15.875
5.61,0,1,0,8.38449421435752,0.880467660485686,-0.376188935821405,8.451531860841895,0.36661212918077996,-0.3271078018127185,8.17859287109375,0.491709165960719,2.559401574461865,-40.09375,10.796875,-2.80078125,-32.96875,-5.09375,10.2109375,0.615234375,0.9487304688,15.546875
5.615,0,1,0,8.327033374513771,0.9373299499756885,-0.341772286999563,8.38449421435752,0.3782838623046875,-0.34117373654774896,8.13549724170127,0.443525857531687,2.60728560766499,-41.6875,10.765625,-2.02734375,-34.65625,-6.640625,9.7734375,0.3117675781,0.7470703125,15.296875
5.62,0,1,0,8.283937744140625,1.02830961266936,-0.319625921655376,8.360552197265624,0.3881599441712195,-0.34835634157725104,8.030152368654395,0.379181687884342,2.6192566167012696,-43.5625,9.890625,-1.130859375,-36.71875,-8.03125,9.3203125,0.1223754883,0.58203125,14.8046875
5.625,0,1,0,8.259995728029395,1.051653078917175,-0.2403179915952795,8.365340601076271,0.45220483859265753,-0.38726211849349845,7.953537915529395,0.3462614150939685,2.6192566167012696,-45.21875,8.7421875,0.03039550781,-39.3125,-8.890625,8.6640625,0.1350097656,-0.1544189453,14.4453125
5.63,0,1,0,8.283937744140625,1.06422263781687,-0.127566057246572,8.34618698779502,0.513256980853092,-0.379181687884342,7.857769849123145,0.3073556380796545,2.597708801024365,-45.34375,7.93359375,0.958984375,-41.875,-9.25,8.296875,0.2469482422,-0.8549804688,13.78125
5.635,0,1,0,8.33182177734375,1.0839748019422,-0.003343465208857865,8.317456567873146,0.51984103543078,-0.376787486273219,7.785943798828125,0.319625921655376,2.5641899782725104,-44.84375,6.9140625,2.154296875,-44.21875,-9.0234375,7.87109375,0.48046875,-1.544921875,13.3046875
5.64,0,1,0,8.374917407716895,1.14442839404502,0.0735468822457796,8.288726147951271,0.5473743545470935,-0.307056362951814,7.7428481694356455,0.3175309951720935,2.5426421635762697,-44.8125,5.5859375,2.822265625,-45.9375,-8.3671875,7.0234375,0.5380859375,-2.083984375,12.90625
5.645,0,1,0,8.398859423828124,1.21206459039281,0.08327332648955145,8.279149341310646,0.574907673663407,-0.30376433566297,7.7572133789062505,0.3339911316163135,2.5641899782725104,-46.0,4.03515625,3.494140625,-46.625,-7.4140625,6.32421875,0.6088867188,-2.4296875,12.484375
5.65,0,1,0,8.451531860841895,1.215655892515295,0.19976620103461,8.26957253467002,0.625485183703562,-0.280720144641062,7.781155395998145,0.35314474489756353,2.64559283422749,-47.59375,2.7421875,3.83203125,-46.34375,-6.625,5.76953125,0.8212890625,-2.236328125,11.734375
5.655,0,1,0,8.58081875,0.9714473235716234,0.6530185028198755,8.303091357421875,0.6590040069457495,-0.3564367721864075,7.843404638671875,0.3875613937194055,2.66235224609375,-44.5625,0.9345703125,4.0859375,-44.9375,-5.6875,5.25390625,1.21875,-2.375,11.203125
5.66,0,1,0,8.67658681640625,0.8846575134522511,1.20907183813374,8.403647827638771,0.730830056750437,-0.322020123266499,7.915230688966895,0.417488914446842,2.66474644750874,-36.59375,-2.013671875,4.1015625,-42.65625,-4.6015625,4.90234375,1.299804688,-2.966796875,11.0
5.665,0,1,0,8.623914380373146,0.963666168188374,1.246181963988745,8.53772312060752,0.772728585827688,-0.2032078659364075,8.073247998046876,0.4542997649778735,2.62404501953125,-29.734375,-4.81640625,3.81640625,-39.6875,-4.109375,4.84375,1.458007813,-3.845703125,10.75
5.67,0,1,0,8.56166513671875,1.06960959149093,0.874482156359812,8.643067993654395,0.8020575562013771,-0.1470937645111725,8.23126530810752,0.46686932377950197,2.595314599609375,-26.8125,-6.5703125,3.236328125,-36.78125,-3.765625,4.65625,1.509765625,-4.6171875,10.6328125
5.675,0,1,0,8.48505068359375,1.1534066498415652,0.3809773391417175,8.7723548828125,0.8343792785399365,-0.1747767212404395,8.42758984375,0.4456207840149695,2.6001030034200197,-27.796875,-7.25390625,3.408203125,-33.71875,-2.810546875,4.56640625,1.854492188,-4.94140625,10.25
5.68,0,1,0,8.44674345703125,1.1976993809222052,-0.1771709228515625,8.92079538623252,0.891241568029939,-0.188543380749563,8.59997236328125,0.4300584732484705,2.65756384326377,-31.84375,-8.6015625,4.23828125,-30.9375,-1.92578125,4.50390625,2.341796875,-4.9296875,9.984375
5.685,0,1,0,8.518569507326271,1.24737906469624,-0.661398208654939,9.0788126953125,0.9241618408203125,-0.202160402645733,8.801085302734375,0.41090485996722054,2.7198130859375,-40.1875,-9.3828125,5.42578125,-28.75,-1.640625,3.927734375,2.494140625,-4.7421875,9.6484375
5.69,0,1,0,8.7723548828125,1.09235450787533,-0.8056488586180615,9.2320416015625,0.9373299499756885,-0.3036146980500165,8.973467822265626,0.4387374542113745,2.803610144288135,-48.75,-9.28125,6.375,-26.8125,-1.979492188,3.53125,2.052734375,-4.77734375,9.5703125
5.695,0,1,0,9.203311181640625,0.782305392468313,-0.6739677673585011,9.394847314453125,0.9439140045533765,-0.3657143036011255,9.107543115234375,0.45100773768902946,2.9137434201649897,-52.875,-8.625,5.6875,-24.9375,-2.5078125,3.279296875,0.896484375,-5.31640625,9.640625
5.7,0,1,0,9.639055884279395,0.7649474304444386,-0.6596025573975636,9.548076220703125,0.8792705596801245,-0.3842693664305615,9.255983618654396,0.48811786344596797,3.057395519774365,-54.90625,-6.859375,4.35546875,-22.8125,-2.828125,2.958984375,0.3039550781,-5.73046875,9.8359375
5.705,0,1,0,10.00776294435645,0.8379705810546875,-0.735019909717002,9.74440075732627,0.836773480249126,-0.395342549102655,9.36132849170127,0.511162054467876,3.19625921655376,-58.84375,-4.54296875,2.884765625,-20.421875,-2.552734375,2.77734375,0.1008300781,-6.1171875,9.84375
5.71,0,1,0,10.32379755859375,0.7703343841184985,-0.6344634399904395,9.93114849123145,0.7463923675169359,-0.3914519714600635,9.490615380859374,0.5051765503420019,3.3255461057118647,-63.0,-2.884765625,0.962890625,-18.109375,-2.2890625,2.630859375,0.1970214844,-6.81640625,9.9140625
5.715,0,1,0,10.496180078125,0.564433041345061,-0.363320101891936,10.16099185060645,0.6811503722899365,-0.3447650390625,9.639055884279395,0.4979939453125,3.380612744140625,-63.96875,-1.47265625,-1.471679688,-16.046875,-2.494140625,3.021484375,0.048828125,-7.43359375,9.5625
5.72,0,1,0,10.63025537109375,0.26545710910047,-0.10384849701540651,10.419565625,0.584783755529939,-0.295833542666767,9.82580361328125,0.475548304742406,3.38540114795127,-60.125,-0.1146850586,-3.7734375,-14.2734375,-2.96875,3.5,-0.4665527344,-7.91796875,9.484375
5.725,0,1,0,10.69729302248145,-0.1566705711517975,-0.013738602497147149,10.649408984375,0.5509656570618445,-0.285358910348421,10.00776294435645,0.49290626676628047,3.39018955078125,-50.78125,1.506835938,-5.52734375,-13.1171875,-3.73046875,4.37109375,-1.134765625,-8.3046875,9.1484375
5.73,0,1,0,10.77390747560645,-0.45100773768902946,-0.09090484427946074,10.81221470216895,0.5309142181028734,-0.35224691921984247,10.17056865234375,0.5374982726805615,3.4380735839843752,-38.4375,3.052734375,-6.55859375,-13.1171875,-4.61328125,5.0,-1.672851563,-8.8359375,8.5546875
5.735,0,1,0,10.793061088887699,-0.6314706878294359,-0.4321533996336865,10.9175595703125,0.5081693024049391,-0.45220483859265753,10.28549033203125,0.545578703289718,3.495534423828125,-26.234375,2.85546875,-6.46875,-14.109375,-5.40234375,5.890625,-1.858398438,-9.671875,7.91796875
5.74,0,1,0,10.81221470216895,-0.5958569382020326,-0.803853207360686,10.975020410156251,0.45579614100934196,-0.526724365234375,10.40041201171875,0.541987400774967,3.5290532475606446,-17.015625,0.7314453125,-5.9140625,-15.515625,-6.51953125,6.11328125,-2.287109375,-10.4453125,7.625
5.745,0,1,0,10.831368315450199,-0.4198831161560315,-0.987009634828455,11.013327636718751,0.41449616238390496,-0.5955576629761256,10.448296049825199,0.529417842071405,3.5625720703125,-11.1875,-2.013671875,-4.453125,-16.78125,-7.86328125,6.390625,-2.927734375,-11.4609375,7.33203125
5.75,0,1,0,10.82179150390625,-0.1462707576889615,-1.109712469605005,10.975020410156251,0.3402759109680945,-0.5862801315614076,10.47702646484375,0.46297874603884404,3.5625720703125,-8.015625,-4.1015625,-3.03125,-17.375,-9.625,6.28515625,-3.75390625,-12.53125,7.1796875
5.755,0,1,0,10.754753862325199,0.189890119168078,-1.215655892515295,10.87925234375,0.32561142578125,-0.553060583545127,10.4578728515625,0.412101960772782,3.548206860841895,-7.50390625,-4.5703125,-1.407226563,-17.03125,-11.71875,5.7109375,-4.4375,-13.59375,7.2109375
5.76,0,1,0,10.639832182637699,0.5725134719542175,-1.328781921631885,10.6877162109375,0.3301005538756555,-0.498592495764314,10.39083520998145,0.3426701125792175,3.5506010622568853,-9.5625,-5.6875,0.1971435547,-16.421875,-13.8359375,4.93359375,-5.0859375,-14.1171875,7.328125
5.765,0,1,0,10.4578728515625,1.024119759702795,-1.49996734045564,10.46744966310645,0.40312370448590445,-0.46986207584243905,10.2280294921875,0.300771583600033,3.58411988500874,-15.625,-8.5234375,2.78125,-16.390625,-16.140625,4.80078125,-6.33984375,-14.5546875,7.1328125
5.77,0,1,0,10.35252798341895,1.739387506471265,-1.593341204466235,10.27591353029395,0.619499679577688,-0.3085527389832825,10.04607017091895,0.285358910348421,3.77326181640625,-29.734375,-10.8359375,5.93359375,-18.5625,-18.828125,4.64453125,-7.62890625,-14.4609375,6.703125
5.775,1,0,0,10.907982768575199,4.149151476805615,-2.1835119140625,10.09395419921875,0.99119948779502,0.6314706878294359,9.94072529296875,0.36152445073262696,5.0038814702168946,-92.25,-5.4765625,9.9140625,-25.421875,-23.171875,5.1875,-7.93359375,-11.984375,6.0390625
5.78,1,0,0,13.752294335937501,6.30153876953125,-4.673481640625,10.59194814453125,1.7142483886718751,-0.08409633331176244,10.17056865234375,0.48811786344596797,6.37815322265625,-214.5,-1.6640625,14.7890625,-39.34375,-27.40625,7.79296875,-3.6875,-4.3515625,5.2734375
5.785,1,0,0,19.4983783203125,-1.8770541015625,-1.060631335694385,13.65652626953125,3.00951148657124,-2.5354595583506354,10.57279453125,0.709282241858064,6.7803791015625,-218.625,-21.0,5.3671875,-55.75,-20.109375,19.75,0.4533691406,-6.359375,3.82421875
5.79,1,0,0,21.4903541015625,-8.57603034717002,5.8466404545918955,18.167202202168948,2.6599580446787603,-2.075772839600635,11.9901619140625,1.136647237975305,6.14830986328125,-76.0,-19.1875,-19.953125,-63.15625,-12.0546875,41.34375,0.1962890625,-26.234375,3.685546875
5.795,1,0,0,18.4161991748252,-7.42681355029502,8.413224634279395,19.843143359375,0.051437926290121,0.312144041399967,14.709975,1.380257256957495,4.685452648680615,82.5625,5.66015625,-36.75,-56.28125,-13.8515625,44.1875,0.8076171875,-45.3125,4.48046875
5.8,1,0,0,15.4665427295127,-4.53701214624126,6.39251843310752,18.85673228029395,-1.3934253667012702,1.650802044309985,17.29571279296875,0.9038111267335011,3.818751648194385,128.375,3.75390625,-41.75,-35.0625,-15.734375,24.9375,5.7109375,-45.59375,2.9453125
5.805,1,0,0,14.42267080078125,-3.3159692990712397,2.782062329591895,17.52555615234375,-1.50475574328562,1.50834704638877,19.029114799825198,0.07511807708372485,4.0342297971181145,84.0625,-20.0625,-42.875,-7.01953125,-13.3515625,3.908203125,14.0390625,-27.84375,-0.7602539063
5.81,1,0,0,14.42267080078125,-4.01747038623252,0.878073458874563,16.6157595263877,-1.32399351782124,1.044470474672205,20.0346794921875,-0.5988496902649695,4.721365673828125,54.4375,-23.65625,-35.1875,16.890625,-12.328125,-9.34375,19.625,-7.234375,-2.25390625
5.815,1,0,0,14.68124458498145,-5.310339282716895,1.43053549157561,15.94538306154395,-1.40060797094624,0.9768342773437501,19.93891142578125,-1.027112511961865,5.070919116701271,79.5625,-8.8515625,-24.109375,34.59375,-16.0,-15.71875,17.765625,1.435546875,-0.953125
5.82,1,0,0,14.9015111328125,-5.01345827685752,2.18590611547749,14.9781255859375,-1.635239734131885,1.06781394092002,18.40662236328125,-1.185728371885925,4.989516259765625,112.125,-0.4191894531,-13.734375,50.0,-23.171875,-18.9375,8.390625,-1.239257813,0.5493164063
5.825,1,0,0,14.98770239748145,-2.50433493701377,1.845929480225635,13.77144794921875,-1.61728322155813,0.7260416534301245,16.0794583545127,-1.20368488445968,4.946420630373145,96.1875,-5.48046875,-6.41015625,59.34375,-29.421875,-18.6875,-3.11328125,-6.9765625,0.5322265625
5.83,1,0,0,14.9781255859375,1.2629413758550052,1.41138187829436,13.0531874560752,-1.37068045031687,0.08491934013397345,13.752294335937501,-1.22822545141499,5.214571216310645,27.171875,-17.6875,-4.41796875,59.03125,-30.609375,-14.203125,-10.2421875,-9.328125,-0.5678710938
5.835,1,0,0,15.246276171875,4.36941802953999,1.96803376513877,13.19683955078125,-1.06182843640188,-0.30092122111492,11.92312427248145,-1.2114660405293949,5.521029028810646,-48.625,-27.5,-3.703125,49.5625,-27.03125,-5.41796875,-12.28125,-8.4375,-1.610351563
5.84,1,0,0,15.7346933154502,4.7285482790537605,2.87064779077251,13.94383046875,-0.9277531433350635,-0.1494879661222955,10.6877162109375,-0.997184991332495,5.54975944873252,-79.0,-30.03125,-1.09375,34.1875,-22.90625,5.84765625,-12.453125,-7.5625,-1.745117188
5.845,1,0,0,15.72511650390625,3.189076611328125,3.514688037109375,14.55674609375,-1.100734212827795,0.3660135788270325,10.12268462404395,-0.6979097839600635,5.243301636232521,-56.71875,-23.265625,2.119140625,16.015625,-21.40625,15.046875,-12.1875,-8.2734375,-0.5209960938
5.85,1,0,0,14.633360546875,2.674323254149365,3.4620156010762697,14.470554838887699,-1.36230074438374,0.9175777862426245,10.13226142578125,-0.3845686416564685,4.84586416015625,-26.84375,-12.8046875,5.62109375,-2.51953125,-20.984375,17.875,-11.15625,-9.5859375,2.21484375
5.855,1,0,0,13.1393787109375,2.9616274533681146,2.7581203125,13.87679282716895,-1.394622467408765,1.0564414827278201,10.59194814453125,-0.235529588274967,4.47955130639751,-19.484375,-8.0859375,9.96875,-19.015625,-18.84375,15.3359375,-8.921875,-9.546875,5.10546875
5.86,1,0,0,11.731588139668949,2.84909997607627,2.34990892907561,13.225569975606449,-1.208473288270325,0.9433154541015625,11.1761333545127,-0.2036567786772015,4.15393988061626,-20.625,-6.74609375,11.4375,-33.0625,-15.3125,11.421875,-7.1953125,-8.9296875,7.28515625
5.865,0,0,1,10.419565625,3.0023288823262697,2.47081611328125,12.478579057637699,-0.9906009369509401,0.773327136279502,11.6358200732627,-0.24899697265625,3.78762702685752,-23.78125,-8.328125,10.6953125,-46.625,-11.4375,8.234375,-8.2578125,-8.1328125,8.515625
5.87,0,0,1,9.409212524904396,3.62003291015625,2.66474644750874,11.51132158203125,-0.868496652233938,0.795473501623689,11.70285771484375,-0.3660135788270325,3.28963308154502,-41.15625,-12.7109375,9.6328125,-59.65625,-9.9296875,7.203125,-12.8671875,-7.23828125,9.34375
5.875,0,0,1,8.815450513185645,4.206612316649365,2.7198130859375,10.448296049825199,-0.7870937957886255,0.9169792358888771,11.28147822265625,-0.527023640460282,2.8275521603993647,-77.5,-17.75,8.1953125,-73.0,-9.0703125,6.65625,-18.859375,-4.828125,8.96875
5.88,0,0,1,8.556876733888771,4.357447021484375,2.66474644750874,9.466673364748145,-0.657806906140188,1.04267482312063,10.3812583984375,-0.763151779187063,2.5809493901387697,-116.625,-20.203125,7.46484375,-87.0,-7.6171875,6.7265625,-24.15625,-0.61328125,7.84765625
5.885,0,0,1,8.489839087404395,3.8426936643056147,2.655169640868115,8.801085302734375,-0.48422728580337654,1.13006318359375,9.236830005373145,-0.947505306970061,2.54982476782124,-139.0,-20.0625,7.4453125,-101.4375,-4.8046875,7.640625,-27.921875,3.998046875,5.80859375
5.89,0,0,1,8.475473876953124,2.66474644750874,2.825157958984375,8.403647827638771,-0.264260008196842,1.183932721315015,8.015787158203125,-1.071405243042505,2.7269956911631352,-133.25,-15.328125,7.40625,-114.5,-1.45703125,9.921875,-30.28125,7.25,3.33984375
5.895,0,0,1,8.355763794435646,1.19829793078562,3.1387983767100103,8.207323291015625,0.005256020831862569,1.171961712278735,6.91445439453125,-1.09714291070531,3.016694091796875,-102.375,-6.5625,6.81640625,-125.0,0.6772460938,12.390625,-32.0625,8.15625,0.9692382813
5.9,0,0,1,8.13549724170127,0.1441010124482355,3.4524387944356447,8.145074048341895,0.2207154655732355,1.142632742493445,6.066907007326271,-1.055244382020325,3.263296863038135,-64.6875,1.032226563,6.390625,-131.125,2.267578125,14.4375,-32.71875,6.625,-1.234375
5.905,0,0,1,7.800309009279395,-0.6512228515625,3.4907460209981447,8.17380446826377,0.35194764409200197,1.10791681805343,5.602431884765625,-0.948103857421875,3.4811692143575197,-34.5,4.47265625,5.72265625,-131.625,3.185546875,14.65625,-32.21875,4.11328125,-3.298828125
5.91,0,0,1,7.52737001953125,-1.133654485716235,3.093308544921875,8.207323291015625,0.395941099554469,1.02651396209845,5.4875102050781255,-0.813430014001311,3.6463691286631352,-14.0,1.924804688,3.44921875,-125.75,4.47265625,12.515625,-29.453125,2.115234375,-5.44140625
5.915,0,0,1,7.31189187060752,-1.303642803832495,2.5737667849131354,8.245630517578125,0.4387374542113745,0.9469067566163135,5.789179614748146,-0.6727706665529396,3.7373487912587398,-4.19140625,-4.1328125,-0.388671875,-112.5625,5.8125,7.671875,-24.921875,0.3352050781,-8.03125
5.92,0,0,1,7.173028173828125,-1.4281412901606199,2.187103216184985,8.26957253467002,0.527023640460282,0.8505401397582495,6.459556079591896,-0.5692214446653735,3.706224169921875,1.868164063,-9.0078125,-4.59765625,-93.5,6.62890625,1.708007813,-19.375,-0.1358642578,-11.0625
5.925,0,0,1,7.072471704591895,-1.5370774663106452,1.9560627561024901,8.279149341310646,0.616506927514751,0.8020575562013771,7.41244833984375,-0.5309142181028734,3.632003918211865,9.0234375,-10.703125,-8.6015625,-71.0625,5.72265625,-4.6875,-14.53125,-0.02656555176,-15.0078125
5.93,0,0,1,7.000645654296875,-1.509544147096265,1.82797296765188,8.259995728029395,0.718260498046875,0.6979097839600635,8.456320263671875,-0.572214196826377,3.533841650390625,16.46875,-9.1328125,-11.0078125,-48.0,4.12890625,-11.046875,-11.3125,0.3544921875,-19.578125
5.935,0,0,1,6.962338427734375,-1.45328040796001,1.8435352788106452,8.274360937500001,0.740406863391062,0.5446808777100636,9.39963571826377,-0.6877344268676245,3.43089097875874,21.1875,-6.2890625,-12.2734375,-26.78125,2.583984375,-16.78125,-9.8359375,0.9609375,-24.703125
